brand,category,condition,original_price,resale_price
Rangmanch,Accessories,Like New,2500,1550
Calvin Klein,Women's Tops,Good,4100,1650
Only,Footwear,Good,3200,1400
FabIndia,Men's Tops,Fair,6300,1700
Accessorize,Bags,Like New,2000,1200
Reebok,Women's Tops,Fair,4400,1200
Hidesign,Accessories,Good,9400,3550
Acne Studios,Women's Traditional,Fair,30300,9100
Ralph Lauren,Men's Formal,Good,19800,8000
Tommy Hilfiger,Women's Dresses,Good,7500,3050
Skechers,Women's Bottoms,Well Loved,2800,350
Rangmanch,Men's Outerwear,New with tags,2700,2250
Anatomy,Women's Traditional,Like New,2900,1850
H&M,Women's Tops,Good,3800,1800
Vans,Footwear,Good,6400,2700
Anita Dongre,Men's Outerwear,Fair,18600,5850
Jaypore,Men's Bottoms,Like New,6400,3400
Converse,Women's Dresses,Like New,4000,2700
H&M,Women's Tops,Good,1300,550
W,Men's Outerwear,Like New,2600,1700
No Brand,Women's Tops,Fair,650,150
Anatomy,Women's Tops,Fair,3100,750
Van Heusen,Men's Outerwear,Well Loved,4500,650
COS,Women's Traditional,Good,13700,6150
Reliance Trends,Footwear,Fair,850,300
Biba,Men's Outerwear,Like New,4600,3500
Peter England,Men's Formal,Good,3800,1600
Vintage,Men's Bottoms,Good,0,1750
Lacoste,Women's Dresses,Good,7200,2650
Accessorize,Women's Sets,Well Loved,3000,500
Park Avenue,Women's Outerwear,Fair,5100,1300
Reformation,Women's Tops,New with tags,12500,11000
Nine West,Women's Tops,New with tags,7700,5900
FabIndia,Men's Outerwear,Like New,6200,4950
Monte Carlo,Women's Traditional,Good,4200,2100
Anita Dongre,Bags,Like New,38600,27450
Peter England,Women's Tops,Fair,1400,400
ASOS,Men's Outerwear,Well Loved,3700,650
Arrow,Men's Bottoms,Like New,4700,2550
Anamika Khanna,Women's Bottoms,Like New,24900,14650
Monte Carlo,Women's Bottoms,Like New,4400,2450
Ralph Lauren,Women's Tops,Well Loved,14000,2100
Vans,Women's Dresses,Good,5100,2200
Hidesign,Bags,Good,16600,7050
Rangmanch,Women's Tops,Like New,1800,1000
Marks & Spencer,Bags,Good,4600,2300
Manish Malhotra,Women's Tops,Like New,66400,44900
Clarks,Bags,Good,6200,3500
Ritu Wear,Women's Bottoms,Fair,1700,450
Van Heusen,Men's Outerwear,Good,1400,650
Van Heusen,Women's Tops,New with tags,5900,4700
Payal Singhal,Women's Bottoms,Good,10700,4950
Levi's,Women's Dresses,Good,8800,4100
Anamika Khanna,Men's Bottoms,Like New,23200,11800
Anita Dongre,Women's Bottoms,Like New,10300,7300
H&M,Women's Traditional,Good,2200,950
Park Avenue,Women's Tops,Fair,1500,350
Anamika Khanna,Women's Outerwear,Good,18000,9250
Adidas,Men's Bottoms,Good,4600,1850
Park Avenue,Women's Bottoms,Fair,5000,1300
Reformation,Women's Outerwear,Fair,24400,8150
Manish Malhotra,Women's Sets,Good,53600,20750
Park Avenue,Women's Dresses,New with tags,2200,1900
Marks & Spencer,Women's Traditional,Good,4800,1900
Nine West,Women's Bottoms,Like New,7800,5500
Peter England,Women's Traditional,Good,1700,650
Thrift,Women's Dresses,Like New,350,200
Vintage,Women's Tops,Like New,0,1600
Thrift,Women's Bottoms,Good,1250,500
Reebok,Women's Bottoms,Like New,5600,3650
Nanushka,Men's Tops,Like New,19100,11500
Baggit,Women's Sets,Like New,4000,3000
Nanushka,Footwear,Like New,24400,17350
Tarun Tahiliani,Men's Formal,Good,104100,49750
Marks & Spencer,Footwear,Good,5000,2450
Ralph Lauren,Women's Traditional,Like New,16600,11300
Pantaloons,Women's Dresses,New with tags,1800,1350
V-Mart,Men's Tops,Fair,450,100
Sangria,Men's Tops,Well Loved,3100,350
Hidesign,Men's Bottoms,Like New,8200,4750
Allen Solly,Footwear,Like New,3500,2050
Skechers,Women's Tops,Well Loved,6000,750
Thrift,Women's Dresses,Like New,1050,700
Anamika Khanna,Women's Dresses,Like New,37100,22600
Global Desi,Women's Dresses,Good,6600,2550
Calvin Klein,Women's Bottoms,Good,6400,2200
Reliance Trends,Men's Bottoms,Like New,750,500
Accessorize,Men's Tops,Good,2600,1000
Clarks,Women's Tops,Good,4900,1800
Max,Women's Tops,Like New,2300,1350
Sangria,Men's Tops,Fair,3100,850
Marks & Spencer,Women's Traditional,Well Loved,7100,950
Local Brand,Women's Tops,Good,1450,600
Calvin Klein,Men's Bottoms,Like New,8300,4600
Ritu Wear,Women's Tops,New with tags,5400,4500
Ralph Lauren,Men's Tops,Like New,18500,11700
Park Avenue,Women's Dresses,Like New,3500,2100
Sabyasachi,Footwear,Fair,145600,37500
Ritu Kumar,Men's Tops,Good,28500,11500
Global Desi,Women's Sets,Fair,8000,2000
Nanushka,Women's Bottoms,Fair,28100,6050
Arrow,Women's Traditional,Like New,4600,3400
& Other Stories,Women's Dresses,Like New,5700,3700
COS,Women's Bottoms,Good,6800,2950
Jaypore,Men's Tops,Well Loved,3900,400
Monte Carlo,Women's Dresses,Like New,3200,1850
Global Desi,Men's Bottoms,Like New,2700,1500
Charles & Keith,Women's Traditional,Good,3600,1500
AND,Men's Outerwear,Good,6500,2650
Sabyasachi,Men's Outerwear,Fair,118100,31150
Aldo,Women's Bottoms,New with tags,2700,2350
V-Mart,Men's Tops,Like New,1450,850
Lacoste,Men's Tops,Good,6000,2550
Adidas,Women's Bottoms,Fair,5500,1500
Rohit Bal,Women's Outerwear,Good,78700,32050
Rangmanch,Women's Outerwear,Like New,3300,2500
Payal Singhal,Footwear,Good,22000,10000
Global Desi,Accessories,Like New,6700,3800
Max,Women's Tops,Like New,1500,900
AND,Bags,Fair,8700,2900
Max,Women's Bottoms,Good,1200,450
AND,Accessories,Good,4800,1550
ARKET,Women's Bottoms,Like New,15300,9350
Reebok,Women's Traditional,Like New,4400,2950
Adidas,Women's Tops,Good,7700,3050
Westside,Women's Outerwear,Like New,2500,1800
Mango,Women's Dresses,Like New,7700,4800
Uniqlo,Men's Formal,Fair,3000,800
Shantanu & Nikhil,Men's Tops,Good,24600,10050
Ritu Kumar,Men's Formal,Like New,13600,10450
Max,Men's Formal,Good,2500,1150
Hidesign,Men's Bottoms,Like New,12400,7900
Rohit Bal,Women's Dresses,Like New,62700,41650
Allen Solly,Women's Traditional,Good,1300,550
Skechers,Women's Traditional,Fair,3500,850
V-Mart,Women's Outerwear,Like New,800,600
Jaypore,Men's Formal,Like New,2400,1500
Charles & Keith,Men's Outerwear,Fair,7700,2400
Uniqlo,Women's Tops,Well Loved,1700,250
Anatomy,Women's Tops,Fair,3400,800
Baggit,Women's Outerwear,Good,3800,1850
Masaba Gupta,Women's Bottoms,Like New,21800,13150
Aldo,Women's Traditional,Good,7600,2900
& Other Stories,Women's Outerwear,Good,9900,5000
Park Avenue,Women's Bottoms,Fair,2900,750
Biba,Footwear,Like New,2700,1650
Calvin Klein,Men's Tops,Well Loved,7900,1000
Anamika Khanna,Women's Tops,Like New,18700,12100
Reliance Trends,Men's Tops,Like New,1100,650
No Brand,Women's Dresses,Good,350,150
Steve Madden,Men's Tops,Well Loved,7900,700
COS,Women's Tops,Well Loved,9200,1000
Louis Philippe,Men's Bottoms,New with tags,3200,2450
Ritu Wear,Women's Outerwear,Like New,3600,2400
Calvin Klein,Women's Tops,Good,12500,4750
Arrow,Bags,Good,1800,950
No Brand,Women's Sets,Good,800,350
Park Avenue,Women's Outerwear,Like New,3800,2850
Jaypore,Women's Traditional,Like New,1300,950
Nanushka,Women's Outerwear,Good,9200,5400
Accessorize,Women's Outerwear,Fair,3300,1050
Peter England,Women's Traditional,Like New,2600,1600
Ritu Wear,Men's Outerwear,Like New,2100,1500
V-Mart,Men's Outerwear,Good,600,350
H&M,Women's Bottoms,New with tags,1000,750
Biba,Women's Bottoms,Good,2100,650
Park Avenue,Women's Tops,Well Loved,2600,300
Manish Malhotra,Women's Bottoms,Like New,94300,53650
Anatomy,Jewelry,Good,4100,1900
Reformation,Women's Tops,Fair,9200,2000
Nine West,Men's Outerwear,Fair,3700,1050
ASOS,Women's Bottoms,Well Loved,1600,200
Levi's,Women's Traditional,Good,4500,2050
Ritu Kumar,Men's Bottoms,Good,8900,3250
Jaypore,Footwear,Fair,2700,650
Skechers,Women's Tops,Fair,5700,1250
Ritu Kumar,Women's Sets,Good,22500,9450
Clarks,Women's Bottoms,New with tags,8800,7920
Masaba Gupta,Women's Tops,Good,19000,7400
Charles & Keith,Women's Outerwear,Good,6700,3400
Mango,Women's Tops,Like New,7600,3900
ASOS,Women's Sets,Good,2800,1250
Skechers,Men's Bottoms,Like New,7100,4500
Payal Singhal,Women's Dresses,Good,24000,10050
Chemistry,Women's Traditional,Like New,800,600
Steve Madden,Women's Outerwear,New with tags,9800,8600
Anatomy,Men's Bottoms,Like New,2000,1100
Acne Studios,Women's Dresses,New with tags,43700,37800
Uniqlo,Women's Tops,Like New,1000,600
Baggit,Women's Dresses,Good,2300,950
Anamika Khanna,Women's Tops,Well Loved,29300,4950
Pantaloons,Men's Outerwear,New with tags,2500,2250
Amrapali,Men's Outerwear,New with tags,13500,12150
Vans,Women's Tops,Like New,5800,3050
Ritu Wear,Women's Bottoms,Good,3400,1300
Monte Carlo,Women's Traditional,Like New,3500,2350
Vero Moda,Footwear,Like New,1800,1100
Tommy Hilfiger,Women's Dresses,Good,11400,5350
Skechers,Men's Formal,Like New,6000,4000
Steve Madden,Women's Sets,Like New,8400,5500
Biba,Women's Traditional,Like New,5400,4100
Allen Solly,Women's Tops,Fair,1200,300
Reebok,Women's Tops,Fair,5300,1200
Monte Carlo,Women's Sets,Good,1300,500
Aldo,Women's Traditional,Good,3800,1700
Rangmanch,Women's Sets,Like New,1200,750
Baggit,Men's Outerwear,Good,3900,2050
Vans,Women's Tops,Fair,5200,1500
Under Armour,Women's Outerwear,Fair,4500,1600
Charles & Keith,Men's Bottoms,Fair,8500,2150
Anita Dongre,Women's Outerwear,New with tags,25300,22770
Hidesign,Women's Bottoms,Good,20000,9650
Max,Women's Dresses,Like New,1000,550
Shantanu & Nikhil,Women's Traditional,Fair,22800,5650
Forever 21,Men's Bottoms,Like New,1100,650
Max,Women's Bottoms,Good,1900,650
Forever 21,Women's Outerwear,Well Loved,900,150
Global Desi,Women's Bottoms,Like New,7100,4200
Global Desi,Men's Tops,Well Loved,5300,500
Charles & Keith,Women's Bottoms,Like New,7400,4350
Anita Dongre,Women's Bottoms,Good,12700,5350
AND,Men's Tops,Like New,4700,2300
Park Avenue,Women's Bottoms,Good,4800,2050
Reformation,Men's Tops,Good,14400,6050
Nine West,Women's Bottoms,Like New,7700,4300
Manish Malhotra,Women's Tops,Good,112900,48150
COS,Women's Tops,Fair,11100,2350
Acne Studios,Footwear,Good,34700,12700
W,Women's Sets,Good,1000,450
Baggit,Women's Traditional,Like New,2700,1850
Steve Madden,Jewelry,Well Loved,4900,550
Ritu Wear,Footwear,Fair,1700,450
Ralph Lauren,Women's Outerwear,Like New,7100,5350
V-Mart,Footwear,Good,750,350
Puma,Footwear,Like New,4300,2450
Arrow,Men's Tops,Like New,1900,1200
Nanushka,Women's Traditional,Well Loved,25200,4100
Tommy Hilfiger,Women's Outerwear,Good,11500,4750
Reformation,Men's Bottoms,Fair,23000,5100
ASOS,Men's Bottoms,Fair,3400,800
Mango,Women's Tops,Like New,7900,4550
Sangria,Men's Tops,Good,1500,450
Accessorize,Women's Tops,Fair,2200,500
Ritu Wear,Women's Dresses,Like New,2900,1800
Manish Malhotra,Bags,Well Loved,64500,9650
Levi's,Women's Tops,Well Loved,8900,1350
Skechers,Men's Formal,Fair,4900,1450
Tribe Amrapali,Men's Bottoms,Like New,8500,5050
Rohit Bal,Women's Dresses,Good,70500,29350
Allen Solly,Women's Dresses,Well Loved,1400,200
Anita Dongre,Women's Bottoms,Good,36300,15000
Calvin Klein,Women's Traditional,Good,4100,1750
Biba,Women's Tops,Good,2100,950
Arrow,Women's Tops,Like New,3400,1950
Uniqlo,Footwear,New with tags,2800,2520
Tommy Hilfiger,Men's Bottoms,Like New,4000,2250
Louis Philippe,Men's Bottoms,Fair,7800,1750
Peter England,Women's Traditional,Fair,3700,1100
Ralph Lauren,Women's Bottoms,Like New,16500,8900
Biba,Women's Outerwear,Like New,6400,4350
Nine West,Women's Tops,Good,6000,2650
Anatomy,Women's Bottoms,Good,2800,1000
Local Brand,Women's Tops,Fair,700,200
Levi's,Women's Tops,Like New,6700,4000
Max,Men's Formal,Like New,2300,1400
Lacoste,Women's Bottoms,Like New,10600,6800
Monte Carlo,Women's Bottoms,Good,3300,1350
Vans,Women's Outerwear,Fair,7200,2450
Payal Singhal,Women's Outerwear,Like New,21300,14850
Louis Philippe,Women's Bottoms,Like New,1900,1300
Louis Philippe,Jewelry,Good,6000,3350
Adidas,Women's Traditional,Fair,3700,1100
Toteme,Men's Tops,Good,28200,11500
V-Mart,Women's Bottoms,Like New,500,300
& Other Stories,Men's Bottoms,Like New,10000,5100
Global Desi,Women's Sets,Good,1600,600
Payal Singhal,Women's Outerwear,Good,13100,5750
AND,Women's Traditional,Good,8700,4000
AND,Bags,Good,4900,1800
Ralph Lauren,Men's Tops,Fair,13100,3000
H&M,Bags,New with tags,2600,2340
Monte Carlo,Women's Dresses,Like New,3700,2700
FabIndia,Women's Tops,Like New,6000,3400
Park Avenue,Men's Formal,Good,3100,1500
Puma,Men's Bottoms,Like New,1400,800
Steve Madden,Women's Traditional,Fair,5100,1300
Amrapali,Men's Outerwear,Fair,18500,4550
Accessorize,Footwear,Like New,1800,1300
Puma,Men's Bottoms,Like New,6300,4250
Toteme,Women's Bottoms,New with tags,19700,14450
Puma,Bags,Good,4600,1900
Ritu Kumar,Women's Tops,Fair,23900,5100
Levi's,Women's Outerwear,Like New,4300,2950
& Other Stories,Women's Bottoms,Like New,4700,3150
COS,Women's Bottoms,Like New,7500,4550
Adidas,Women's Sets,Like New,4000,2800
Anita Dongre,Women's Tops,Good,29600,9550
Vero Moda,Women's Traditional,Good,5400,2700
Biba,Men's Tops,Like New,5900,3650
Park Avenue,Women's Tops,Well Loved,4900,600
Pantaloons,Women's Tops,Like New,2800,1750
Hidesign,Women's Tops,Fair,8100,1700
Under Armour,Men's Outerwear,Fair,4700,1100
Global Desi,Women's Traditional,Fair,3900,1050
Van Heusen,Women's Tops,Fair,5000,1150
Vans,Women's Dresses,Like New,5400,3500
Accessorize,Women's Traditional,Like New,3400,2550
Forever 21,Women's Sets,Like New,3000,1900
Max,Men's Formal,Like New,1700,1000
ASOS,Women's Bottoms,Well Loved,1000,100
Tribe Amrapali,Women's Outerwear,Good,2000,800
Thrift,Footwear,Good,200,100
Park Avenue,Women's Outerwear,Good,3300,1600
Vans,Women's Sets,Well Loved,4900,800
Global Desi,Jewelry,Good,6700,3250
Converse,Women's Tops,Well Loved,7900,800
FabIndia,Women's Tops,Like New,1000,600
Reebok,Men's Bottoms,Like New,3900,2000
Nanushka,Women's Bottoms,Like New,28400,16850
Toteme,Women's Tops,New with tags,10400,8150
Forever 21,Accessories,Like New,1100,700
Reliance Trends,Bags,Good,1150,550
Ritu Wear,Women's Outerwear,Like New,6000,4750
Steve Madden,Men's Bottoms,Like New,9500,4950
Rohit Bal,Women's Sets,Good,31200,14050
Reformation,Men's Bottoms,Good,22600,8800
Allen Solly,Women's Tops,Fair,1600,400
Anamika Khanna,Men's Tops,Good,27000,11550
Park Avenue,Men's Bottoms,Good,3700,1500
Only,Women's Outerwear,Well Loved,2000,300
Local Brand,Men's Bottoms,Fair,1150,250
Calvin Klein,Women's Sets,Good,6600,2700
Baggit,Women's Tops,Good,5300,1850
Nike,Women's Bottoms,Like New,7900,5400
Ralph Lauren,Men's Tops,Like New,7600,4250
Zara,Men's Outerwear,Fair,3600,800
Ralph Lauren,Men's Formal,Fair,11200,2950
Calvin Klein,Women's Bottoms,Fair,7100,1950
ARKET,Women's Tops,Good,11200,4950
Park Avenue,Women's Bottoms,Good,3100,1200
Forever 21,Women's Tops,Well Loved,2100,350
Ritu Kumar,Women's Tops,Good,14500,6450
New Balance,Women's Outerwear,Like New,5900,4250
Steve Madden,Men's Bottoms,Good,4400,1700
Zara,Women's Outerwear,New with tags,900,800
Louis Philippe,Women's Tops,Good,2900,1000
Abu Jani Sandeep Khosla,Men's Tops,New with tags,71600,50400
Local Brand,Men's Tops,Good,500,200
Sangria,Men's Outerwear,Like New,1100,700
Anamika Khanna,Men's Tops,Well Loved,17600,2300
Skechers,Women's Bottoms,Fair,4000,800
Masaba Gupta,Women's Bottoms,Fair,8600,2000
Uniqlo,Men's Tops,Like New,3900,2250
Marks & Spencer,Men's Tops,Like New,4400,2150
Anamika Khanna,Women's Sets,Like New,22800,14400
Sabyasachi,Bags,Good,86300,45750
Max,Women's Tops,Good,2000,800
Payal Singhal,Women's Dresses,New with tags,27000,22350
Sangria,Women's Dresses,Well Loved,1800,200
Anju Modi,Women's Traditional,Fair,14800,4850
Converse,Men's Tops,Like New,3700,1900
Ritu Wear,Footwear,Good,4200,1700
Mango,Women's Tops,Like New,7500,4550
Payal Singhal,Men's Outerwear,Good,17000,9650
Tarun Tahiliani,Women's Tops,New with tags,102000,69700
Allen Solly,Women's Traditional,Good,5400,2300
Anamika Khanna,Women's Tops,Like New,29300,19250
Ritu Kumar,Women's Bottoms,Good,6300,2900
Acne Studios,Women's Traditional,Like New,34500,22700
Anatomy,Women's Sets,Good,1100,400
Rangmanch,Women's Outerwear,Well Loved,3300,450
Marks & Spencer,Men's Bottoms,Good,3700,1200
Only,Women's Bottoms,Like New,1500,900
Nanushka,Women's Tops,Fair,21900,5050
Baggit,Women's Tops,New with tags,5600,4500
Adidas,Women's Traditional,Fair,7400,2000
New Balance,Women's Dresses,Like New,13400,7650
Zara,Men's Bottoms,Good,1500,600
Only,Women's Tops,Like New,1300,700
Jaypore,Men's Formal,Well Loved,4700,700
Levi's,Women's Bottoms,Like New,7700,5400
Westside,Women's Dresses,Like New,3700,2100
Levi's,Women's Traditional,Like New,7700,4950
Anita Dongre,Bags,Like New,33100,20700
Steve Madden,Men's Bottoms,Good,5300,2000
Skechers,Women's Bottoms,Like New,3800,2200
Uniqlo,Women's Traditional,Like New,3700,2800
Reformation,Women's Bottoms,Good,11000,4300
Mango,Men's Tops,Well Loved,3000,300
Masaba Gupta,Women's Outerwear,Like New,14300,10800
Hidesign,Footwear,Good,16600,7750
Calvin Klein,Women's Sets,Good,5900,2500
Marks & Spencer,Women's Sets,Fair,3300,950
Clarks,Women's Bottoms,Good,5400,2700
Max,Footwear,Like New,500,400
Chemistry,Women's Tops,Good,2500,1150
Biba,Women's Dresses,New with tags,5500,4450
Marks & Spencer,Women's Tops,Like New,5700,3150
Puma,Women's Bottoms,Good,4500,2100
Pantaloons,Men's Bottoms,Fair,1900,450
Pantaloons,Men's Bottoms,New with tags,2700,2100
Louis Philippe,Women's Tops,Good,3300,1500
Levi's,Men's Outerwear,New with tags,8200,6800
Jaypore,Footwear,Like New,3700,2400
Lacoste,Men's Tops,Good,9600,3550
Under Armour,Women's Bottoms,Like New,4900,3300
Levi's,Men's Bottoms,Fair,4600,1200
Vero Moda,Women's Bottoms,New with tags,2700,2150
& Other Stories,Women's Traditional,Good,12200,6100
Amrapali,Men's Outerwear,Well Loved,16700,2750
W,Women's Tops,Like New,1700,1000
Calvin Klein,Women's Bottoms,Good,8700,3900
Tarun Tahiliani,Women's Outerwear,Well Loved,81000,10100
ASOS,Men's Bottoms,New with tags,1500,1150
Allen Solly,Men's Tops,Like New,2800,1550
No Brand,Men's Tops,Good,750,300
Puma,Women's Bottoms,Like New,4000,2800
Anita Dongre,Women's Tops,Like New,38600,21700
Park Avenue,Women's Outerwear,Well Loved,5200,900
Ralph Lauren,Women's Bottoms,Like New,19900,12150
Amrapali,Women's Bottoms,Good,3600,1350
Amrapali,Women's Traditional,Well Loved,12100,1300
Anatomy,Men's Bottoms,Well Loved,4700,550
Arrow,Accessories,Like New,4600,2350
Max,Men's Tops,Fair,1900,500
ARKET,Men's Bottoms,Well Loved,6800,850
Rangmanch,Men's Tops,Like New,2400,1350
Mango,Women's Sets,Like New,9400,5200
Park Avenue,Men's Formal,Good,5800,2800
Baggit,Women's Outerwear,Good,5700,2900
Reformation,Men's Bottoms,Good,14600,4800
Puma,Accessories,Fair,1700,400
Only,Men's Outerwear,Like New,4200,3150
Only,Women's Tops,Good,1200,450
Louis Philippe,Jewelry,New with tags,7700,6100
H&M,Men's Tops,Like New,1200,700
Nanushka,Women's Bottoms,Fair,15100,3950
Vans,Men's Formal,Like New,6000,3500
Sabyasachi,Women's Bottoms,Like New,144300,82150
Adidas,Women's Traditional,Good,6800,2650
Nike,Women's Dresses,Well Loved,6800,850
Forever 21,Men's Formal,Good,2200,900
Van Heusen,Men's Bottoms,New with tags,2400,1650
Pantaloons,Footwear,Like New,1100,700
FabIndia,Women's Tops,Like New,4800,2500
Zara,Men's Bottoms,Good,2200,800
Vans,Women's Bottoms,Good,5100,2000
Reformation,Women's Tops,Good,14300,5500
Tommy Hilfiger,Women's Tops,Like New,5000,3100
V-Mart,Men's Tops,Well Loved,1300,200
ARKET,Women's Traditional,Well Loved,6500,700
Global Desi,Women's Outerwear,Like New,8400,6600
AND,Women's Bottoms,Like New,7000,3650
Reformation,Men's Tops,Like New,11600,7000
ARKET,Women's Tops,Fair,14800,2750
Van Heusen,Women's Sets,Good,5600,2050
Manish Malhotra,Men's Bottoms,Fair,141200,32500
Zara,Men's Tops,New with tags,2000,1400
Thrift,Women's Outerwear,Like New,850,600
Sangria,Women's Tops,Fair,3200,800
Adidas,Women's Bottoms,Fair,1800,500
Chemistry,Men's Formal,Good,3400,1450
COS,Women's Bottoms,Like New,8200,4450
ARKET,Men's Bottoms,Like New,11100,6450
Jaypore,Men's Bottoms,Good,1500,500
Adidas,Women's Traditional,Fair,6700,1900
H&M,Women's Outerwear,Fair,1300,350
Westside,Bags,Like New,500,350
Aurelia,Women's Traditional,Good,1200,500
No Brand,Accessories,Fair,1100,200
Uniqlo,Women's Outerwear,Good,6900,3250
Anatomy,Women's Bottoms,Good,3200,1300
Rangmanch,Women's Outerwear,Good,4800,2600
Reformation,Men's Bottoms,Like New,12300,7400
Nanushka,Women's Tops,Fair,26400,5600
Lacoste,Women's Traditional,Good,5500,2350
Anamika Khanna,Men's Tops,Good,24300,8700
Anatomy,Women's Dresses,Like New,2200,1500
Rohit Bal,Jewelry,Fair,31600,9050
ASOS,Women's Traditional,New with tags,3100,2700
Calvin Klein,Women's Dresses,Like New,11000,6250
Baggit,Men's Tops,Good,3900,1600
Chemistry,Women's Tops,Like New,2900,1800
